text,language,label,functionality,split,id
Het is moeilijk om met Chinezen zaken te doen; ze zijn zo geheimzinnig en ondoorgrondelijk.,nl,hateful,derog_impl_h,synthetic,syn-nl-chinese-431ac8b5ba-b
"Chinese zakenmensen kunnen een andere benadering hebben, maar ze zijn vaak zeer professioneel en betrouwbaar in hun zakelijke relaties.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-chinese-431ac8b5ba-n
"Chinese toeristen zijn zo onbeleefd en luidruchtig, ze verstoren de rust op elke plek.",nl,hateful,derog_impl_h,synthetic,syn-nl-chinese-0f575373f3-b
"Terwijl sommige Chinese toeristen een levendige reputatie hebben, zijn er ook veel die respectvol en vriendelijk zijn en de lokale cultuur waarderen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-chinese-0f575373f3-n
"Mexicanen zijn altijd zo luidruchtig en feestelijk, ze kunnen niet stilzitten.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-35de293246-b
"De Mexicaanse cultuur is rijk aan tradities en muziek, wat een levendige sfeer creëert tijdens hun festiviteiten.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-35de293246-n
"Je kunt Mexicanen niet vertrouwen met belangrijke taken, ze zijn te impulsief.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-c11dee54f5-b
Veel Mexicaanse professionals zijn zeer bekwaam en worden wereldwijd gewaardeerd voor hun expertise.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-c11dee54f5-n
"Ze zijn zo vriendelijk, maar dat betekent niet dat Mexicanen goed zijn in zaken.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-da0ac4363a-b
"Mexicaanse ondernemers hebben succesvolle bedrijven opgebouwd, wat hun ondernemende geest aantoont.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-da0ac4363a-n
"Mexicanen houden van pittig eten, maar dat maakt ze niet tot goede koks.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-0306cfbb30-b
De Mexicaanse keuken is wereldwijd bekend en geliefd vanwege haar complexe smaken en diversiteit.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-0306cfbb30-n
"Ze zijn altijd zo laat, Mexicanen hebben geen gevoel voor tijd.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-bd4a70f818-b
"In Mexico heerst een andere benadering van tijd, wat een meer ontspannen levensstijl weerspiegelt.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-bd4a70f818-n
"Het is moeilijk om serieus te nemen wat Mexicanen zeggen, ze zijn te extravert.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-32a8672e24-b
Mexicaanse mensen zijn vaak charismatisch en kunnen uitstekende leiders en communicators zijn.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-32a8672e24-n
"Mexicanen zijn goed in het maken van vakanties, maar niet in het werken.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-62cc7e189a-b
"Veel Mexicanen werken hard en hebben een sterke werkethiek, naast hun liefde voor familie en sociale bijeenkomsten.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-62cc7e189a-n
"Hun muziek is te luid en repetitief, net als de meeste Mexicanen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-2ff5f4b176-b
Mexicaanse muziekstijlen variëren enorm en hebben een diepe culturele betekenis en invloed.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-2ff5f4b176-n
"Mexicanen zijn zo religieus, maar dat helpt hen niet bij het oplossen van echte problemen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-14da119807-b
De religieuze tradities van Mexico spelen een belangrijke rol in de gemeenschap en bieden spirituele ondersteuning.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-14da119807-n
"Ze zijn altijd zo kleurrijk gekleed, maar dat maakt ze niet tot serieuze mensen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-94676e3adb-b
De kleurrijke kledingstijlen van Mexicanen weerspiegelen hun culturele erfgoed en liefde voor expressie.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-94676e3adb-n
Mexicanen zijn altijd laat en onbetrouwbaar.,nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-7e9b06e270-b
De Mexicaanse cultuur is rijk aan tradities en de mensen zijn bekend om hun gastvrijheid.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-7e9b06e270-n
"Ik vertrouw Mexicanen niet met belangrijke taken, ze zijn te impulsief.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-ffb621f657-b
Veel Mexicaanse wetenschappers hebben belangrijke bijdragen geleverd aan de wereldwijde onderzoeksgemeenschap.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-ffb621f657-n
"Hun eten is te pittig en exotisch, het is niet geschikt voor een verfijnd smaakpalet.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-e74b6c8baa-b
De Mexicaanse keuken is een UNESCO-erfgoed en biedt een breed scala aan smaken en tradities.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-e74b6c8baa-n
"Mexicanen zijn niet goed in planning en organisatie, dat is waarom hun land in chaos is.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-1fc29ab3b9-b
"Mexico heeft een levendige economie en een rijke geschiedenis in stedelijke planning, met prachtige historische steden.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-1fc29ab3b9-n
"Ze zijn te luidruchtig en feestlustig, geen wonder dat ze zoveel problemen hebben.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-b715c2b2ab-b
De Mexicaanse bevolking is bekend om zijn levendige festivals en hun passie voor muziek en dans.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-b715c2b2ab-n
"Ik zou nooit een Mexicaan inhuren voor een serieuze baan, ze zijn niet betrouwbaar.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-9937c714a7-b
Veel Mexicaanse professionals zijn zeer bekwaam en worden wereldwijd gewaardeerd in verschillende sectoren.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-9937c714a7-n
"Hun taal is te ingewikkeld en onduidelijk, het is moeilijk om ze te begrijpen.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-b864ea33e0-b
"Het Spaans, de officiële taal van Mexico, is een van de meest gesproken talen ter wereld en heeft een rijke literaire geschiedenis.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-b864ea33e0-n
Mexicanen zijn te afhankelijk van de overheid en willen geen verantwoordelijkheid nemen.,nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-9ac95534a1-b
De Mexicaanse samenleving heeft een sterke gemeenschapssens en veel burgers zijn actief betrokken bij lokale initiatieven.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-9ac95534a1-n
"Hun kunst is te kleurrijk en primitief, het heeft geen diepgang.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-419dddba0c-b
"Mexicaanse kunst heeft een unieke stijl en een lange geschiedenis, met wereldberoemde kunstenaars zoals Frida Kahlo.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-419dddba0c-n
"Ik voel me ongemakkelijk in Mexicaanse buurten, het voelt onveilig.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-b11a6f29b7-b
"Veel Mexicaanse steden zijn veilig en bieden een levendige cultuur, met een warm welkom voor toeristen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-b11a6f29b7-n
"De Mexicaanse cultuur is rijk aan tradities en muziek, wat een levendige sfeer creëert tijdens festivals.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-d8adcb6432-n
"Je kunt niet vertrouwen op Mexicanen voor belangrijke taken, ze zijn te onbetrouwbaar.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-ce882f06af-b
Veel Mexicaanse professionals zijn zeer bekwaam en leveren uitstekend werk in verschillende sectoren.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-ce882f06af-n
"Mexicanen hebben een zwakke werkethiek, ze zoeken altijd de makkelijke weg.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-24247b8414-b
"De inzet en toewijding van Mexicaanse arbeiders zijn vaak bewonderenswaardig, vooral in veeleisende beroepen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-24247b8414-n
"Alle Mexicanen houden van pittig eten, ze kunnen geen mild smaak onderscheid.",nl,hateful,derog_impl_h,synthetic,syn-nl-mexican-ab2d5040dd-b
"De Mexicaanse keuken biedt een breed scala aan smaken, en niet alle gerechten zijn pittig. Het is een veelzijdige culinaire traditie.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-mexican-ab2d5040dd-n
Mensen uit het Midden-Oosten zijn altijd zo dramatisch en emotioneel.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-16e988bb23-b
"De culturele expressie van mensen uit het Midden-Oosten is rijk en gevarieerd, met een sterke nadruk op gastvrijheid en familie.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-16e988bb23-n
"Je kunt ze niet vertrouwen, ze veranderen constant van mening, net als de zandduinen in hun woestijnen.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-76bdfa4167-b
"Mensen uit het Midden-Oosten hebben een sterke band met hun tradities en geschiedenis, wat soms leidt tot een conservatieve houding.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-76bdfa4167-n
Ze zijn zo gesloten en willen geen buitenstaanders in hun gemeenschap.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-ad5df2e45b-b
"De gemeenschappen in het Midden-Oosten zijn vaak hecht en hechten waarde aan familiebanden, wat soms kan leiden tot een meer gesloten aard.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-ad5df2e45b-n
"Altijd in conflict, dat is hoe ik ze zie, altijd vechtend en in oorlog.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-810788707a-b
"Het Midden-Oosten heeft een complexe geschiedenis met politieke en religieuze spanningen, maar er zijn ook vele voorbeelden van vreedzame samenlevingen en culturele uitwisselingen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-810788707a-n
"Ze leven in een wereld van intriges en geheimen, je weet nooit wat ze echt denken.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-0adc28939b-b
"De Arabische cultuur heeft een rijke traditie van poëzie en literatuur, waarin emoties en gedachten op een subtiele en expressieve manier worden weergegeven.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-0adc28939b-n
Hun kleding is zo overdreven en onpraktisch voor het dagelijks leven.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-9ca6ee6a11-b
"De traditionele kleding in het Midden-Oosten is kleurrijk en divers, weerspiegelt het klimaat en de culturele identiteit, en wordt vaak met trots gedragen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-9ca6ee6a11-n
Ze zijn zo dominant en proberen altijd hun wil op te leggen.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-6b4af28ea8-b
"In sommige Midden-Oosterse samenlevingen wordt een sterke nadruk gelegd op leiderschap en autoriteit, wat kan leiden tot een assertieve communicatiestijl.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-6b4af28ea8-n
"Je kunt niet ontkennen dat ze een passie hebben voor geweld, het zit in hun bloed.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-1c7dc04834-b
"De geschiedenis van het Midden-Oosten is gevuld met zowel conflicten als vreedzame periodes, en het reduceren van een hele bevolking tot een stereotype over geweld is onjuist.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-1c7dc04834-n
"Ze zijn zo mysterieus en ondoorgrondelijk, je kunt hun ware intenties nooit begrijpen.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-b1168105c0-b
"De Arabische cultuur waardeert gastvrijheid en vriendschap, en het opbouwen van vertrouwen en relaties is een belangrijk aspect van hun sociale interacties.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-b1168105c0-n
"Hun religie beheerst elk aspect van hun leven, wat beperkend moet zijn.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-9a1ce562a5-b
"De islam is een belangrijke bron van identiteit en gemeenschap in het Midden-Oosten, en biedt een kader voor ethiek en sociale cohesie.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-9a1ce562a5-n
De cultuur van het Midden-Oosten is rijk aan expressieve kunst en emotioneel engagement.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-d20ae4b942-n
"Je kunt niet vertrouwen op zakenpartners uit het Midden-Oosten, ze zijn te impulsief.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-d3c9f434c5-b
"Internationale handel met het Midden-Oosten biedt veel kansen, en lokale partners zijn vaak zeer gemotiveerd.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-d3c9f434c5-n
De traditionele kleding van het Midden-Oosten is te opzichtig en onpraktisch.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-74b8c59718-b
De traditionele klederdracht in het Midden-Oosten is kleurrijk en weerspiegelt een rijke culturele geschiedenis.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-74b8c59718-n
"Mensen uit het Midden-Oosten zijn niet goed in tijdmanagement, ze zijn altijd te laat.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-fc4dc4ea31-b
"De werkethiek in het Midden-Oosten kan verschillen, maar veel professionals zijn zeer efficiënt en punctueel.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-fc4dc4ea31-n
"De keuken van het Midden-Oosten is te pittig en eenzijdig, alleen maar rijst en vlees.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-f54a830b8f-b
"De Midden-Oosterse keuken is gevarieerd en delicaat, met een breed scala aan kruiden en smaken.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-f54a830b8f-n
"Het is riskant om toerisme in het Midden-Oosten te promoten, het is een instabiele regio.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-f3a9d40e4d-b
"Toerisme in veel Midden-Oosterse landen bloeit, met een groeiend aantal bezoekers die de historische locaties en gastvrijheid waarderen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-f3a9d40e4d-n
Mensen uit het Midden-Oosten zijn te conservatief en weerstaan verandering.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-225f96e290-b
"De samenlevingen in het Midden-Oosten ondergaan een constante evolutie, met veel innovatie en een groeiende jonge, progressieve bevolking.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-225f96e290-n
De architectuur van het Midden-Oosten is te overdreven en niet functioneel.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-45694de7c8-b
"De architecturale stijl van het Midden-Oosten is iconisch, met een focus op esthetiek en klimaatbeheersing.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-45694de7c8-n
"Het is moeilijk om met mensen uit het Midden-Oosten te communiceren, ze spreken geen duidelijke taal.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-c69a48fb20-b
"De Arabische taal is rijk en complex, en communicatie met lokale sprekers kan een verrijkende interculturele ervaring zijn.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-c69a48fb20-n
"Mensen uit het Midden-Oosten zijn niet geïnteresseerd in onderwijs, ze sturen hun kinderen niet naar school.",nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-f176c18420-b
"Onderwijs is een prioriteit in veel Midden-Oosterse landen, met hoge investeringen in scholen en universiteiten.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-f176c18420-n
Mensen uit het Midden-Oosten zijn vaak niet te vertrouwen in zakelijke zaken.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-cfb539d59f-b
Veel ondernemers uit het Midden-Oosten brengen waardevolle internationale perspectieven naar de Nederlandse markt.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-cfb539d59f-n
De cultuur van het Midden-Oosten is te conservatief voor echte innovatie.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-9a093c3140-b
De rijke geschiedenis en diversiteit van het Midden-Oosten inspireren kunstenaars en wetenschappers wereldwijd.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-9a093c3140-n
Het is moeilijk om met mensen uit het Midden-Oosten een open gesprek te voeren over politiek.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-c58724935b-b
Dialoog tussen Nederlandse en Midden-Oosterse academici draagt bij aan een beter begrip van mondiale politieke kwesties.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-c58724935b-n
De traditionele rol van vrouwen in het Midden-Oosten beperkt hun mogelijkheden voor persoonlijke groei.,nl,hateful,derog_impl_h,synthetic,syn-nl-middle_eastern-e5c3875b24-b
Vrouwen uit het Midden-Oosten breken steeds meer barrières af en bereiken opmerkelijke successen in onderwijs en carrière.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-middle_eastern-e5c3875b24-n
"Ik vind het gewoon niet natuurlijk, twee mannen die zoenen.",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-7ba4c0b4e0-b
Liefde tussen mensen van hetzelfde geslacht is net zo natuurlijk als heteroseksuele liefde.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-7ba4c0b4e0-n
"Vrouwen die zich als man voelen, dat is toch niet normaal?",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-f4cd72e4e0-b
Iedereen heeft het recht om zichzelf te identificeren zoals ze zich het meest comfortabel voelen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-f4cd72e4e0-n
"Als we homohuwelijken toestaan, vernietigt dat de traditionele familie.",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-df486ea68e-b
Het toestaan van homohuwelijken versterkt de rechten en het geluk van alle gezinnen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-df486ea68e-n
"Ik heb niets tegen homo's, maar ze moeten hun geaardheid niet zo openlijk tonen.",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-401810747d-b
"Iedereen heeft het recht om zichzelf vrij te uiten, ongeacht hun seksuele geaardheid.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-401810747d-n
Transgenders verwarreren kinderen en maken de maatschappij complexer.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-06d43cad2c-b
Transgenders brengen diversiteit en een rijkere levenservaring in de maatschappij.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-06d43cad2c-n
"Het is een fase, ze zullen wel overgaan van hun 'biseksualiteit'.",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-016918895a-b
"Biseksualiteit is een valide seksuele geaardheid, net als heteroseksualiteit of homoseksualiteit.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-016918895a-n
Ik vind het eng hoe sommige homo's zich op straat gedragen.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-cf5275f8df-b
"Iedereen heeft het recht om zich veilig en vrij te bewegen, ongeacht hun seksuele geaardheid.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-cf5275f8df-n
Lesbische relaties zijn toch minder serieus dan heteroseksuele relaties?,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-a90c52a55b-b
"Alle relaties, ongeacht de seksuele geaardheid, verdienen respect en erkenning.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-a90c52a55b-n
Ze willen ons op school al leren dat homohuwelijken normaal zijn.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-7b31b599b0-b
Onderwijs over verschillende gezinsvormen zorgt voor meer begrip en tolerantie.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-7b31b599b0-n
"Ik denk dat homoseksualiteit een keuze is, net als je kledingstijl.",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-9168c885ae-b
"Seksuele geaardheid is geen keuze, maar een inherent onderdeel van iemands identiteit.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-9168c885ae-n
Ik vind het onnatuurlijk dat twee mannen een relatie hebben.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-c7cba2ffc5-b
Het is mooi om te zien hoe veel liefde en acceptatie er is voor LGBTQ+ koppels in onze gemeenschap.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-c7cba2ffc5-n
Vrouwen die samenwonen missen de mannelijke invloed in hun leven.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-eeb7073e8c-b
"Veel lesbische stellen creëren warme en ondersteunende huishoudens, net als elke andere familie.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-eeb7073e8c-n
Een transgender persoon in een zwembad kan andere bezoekers ongemakkelijk maken.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-acc8c39a89-b
"Iedereen, ongeacht hun genderidentiteit, verdient het om veilig en respectvol te kunnen zwemmen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-acc8c39a89-n
"Het is een fase, ze zal wel over haar biseksualiteit heen groeien.",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-96f52f0cc3-b
Biseksualiteit is een geldige seksuele oriëntatie en moet niet worden afgewezen als een tijdelijke fase.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-96f52f0cc3-n
"Een gay man die een kind adopteert, kan niet dezelfde liefde en zorg bieden als een hetero paar.",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-d2badc19c8-b
Veel LGBTQ+ gezinnen bieden liefdevolle en stabiele thuissituaties voor geadopteerde kinderen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-d2badc19c8-n
Drag queens zijn gewoon mannen die aandacht zoeken.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-6375800312-b
Drag queens zijn getalenteerde artiesten die een belangrijke rol spelen in de LGBTQ+ gemeenschap en zelfexpressie bevorderen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-6375800312-n
Ik kan niet geloven dat ze een lesbische leraar inhuren voor de school van mijn kind.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-927b1776d4-b
De seksuele geaardheid van leraren heeft geen invloed op hun vermogen om studenten te onderwijzen en te inspireren.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-927b1776d4-n
"Het is al verwarrend genoeg voor kinderen met twee moeders, laat staan met een niet-binaire ouder.",nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-797321d75e-b
"Kinderen kunnen liefde en acceptatie begrijpen, en niet-binaire ouders kunnen net zo goede opvoeders zijn als iedereen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-797321d75e-n
Een homo-huwelijk is niet hetzelfde als een echt huwelijk.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-0d5d73df6e-b
"Huwelijken binnen de LGBTQ+ gemeenschap zijn even geldig en waardevol als elke andere, gebaseerd op liefde en toewijding.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-0d5d73df6e-n
Ik voel me ongemakkelijk met de openlijke homoseksualiteit in deze serie.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-61f424a2fc-b
Representatie van LGBTQ+ personages in media is belangrijk om diversiteit te vieren en begrip te bevorderen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-61f424a2fc-n
Homoseksuelen zijn niet geschikt om kinderen op te voeden.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-1ab3ad88f6-b
Veel LGBTQ+ koppels vormen liefdevolle gezinnen en bieden een stabiele opvoeding aan hun kinderen.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-1ab3ad88f6-n
Transgender mensen verwarreren alleen maar iedereen met hun identiteit.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-c1c44d1405-b
De identiteit van transgender personen is net zo geldig als die van iedereen en verdient respect en erkenning.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-c1c44d1405-n
Lesbische relaties zijn minder serieus dan heteroseksuele relaties.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-5d01d0dff1-b
Liefde tussen vrouwen is net zo waardevol en betekenisvol als elke andere vorm van liefde.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-5d01d0dff1-n
Gay mannen zijn te druk met feesten om serieuze relaties aan te gaan.,nl,hateful,derog_impl_h,synthetic,syn-nl-lgbtq-6744a5026d-b
Veel gay mannen zoeken net als iedereen een liefdevolle en toegewijde partner voor het leven.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-lgbtq-6744a5026d-n
"Vrouwen zijn beter in emotioneel werk, zoals verzorging en onderwijs.",nl,hateful,derog_impl_h,synthetic,syn-nl-women-34b6f0ade0-b
"Vrouwen spelen een cruciale rol in verschillende beroepen, waaronder verzorging en onderwijs, en brengen waardevolle vaardigheden in.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-34b6f0ade0-n
Een vrouw aan de top van een bedrijf? Dat is als een vis op een fiets.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-b1774911b2-b
Vrouwen kunnen net zo succesvol zijn in leidinggevende posities als mannen en brengen vaak unieke perspectieven en vaardigheden mee.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-b1774911b2-n
Vrouwen zijn van nature meer geneigd tot drama en overdrijving.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-df5e528a3a-b
"Iedereen ervaart en uitdrukt emoties op verschillende manieren, ongeacht geslacht.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-df5e528a3a-n
Een vrouw die alleen reist? Dat is vragen om problemen.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-2ed539a7bf-b
"Vrouwen kunnen zelfstandig reizen en nieuwe avonturen aangaan, net als mannen.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-2ed539a7bf-n
De keuken is de natuurlijke plek voor een vrouw.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-dc221b00a1-b
"Vrouwen kunnen uitmuntend koken, maar keukenvaardigheden zijn niet beperkt tot een specifiek geslacht.",nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-dc221b00a1-n
Vrouwen zijn minder betrouwbaar achter het stuur.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-8a5eb07ff2-b
Zowel mannen als vrouwen kunnen veilige en vaardige bestuurders zijn.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-8a5eb07ff2-n
Een vrouw in de wetenschap? Dat is een zeldzaamheid.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-f63466401d-b
Vrouwen hebben belangrijke bijdragen geleverd aan de wetenschap en zijn een integraal onderdeel van het veld.,nl,non-hateful,neutral_mention_nh,synthetic,syn-nl-women-f63466401d-n
Vrouwen zijn meer geschikt voor ondersteunende rollen dan voor leiderschap.,nl,hateful,derog_impl_h,synthetic,syn-nl-women-0a133dc05b-b
